timestamp,open,low,high,close,volume,time,stock_name
1601645400,112.88999938964844,112.22000122070312,113.58000183105469,113.55280303955078,9796208.0,2020-10-02 22:30:00,AAPL
1601645460,113.57990264892578,113.55010223388672,113.94000244140624,113.92510223388672,1049322.0,2020-10-02 22:31:00,AAPL
1601645520,113.87999725341795,113.7699966430664,114.19000244140624,113.93000030517578,1193421.0,2020-10-02 22:32:00,AAPL
1601645580,113.93679809570312,113.87000274658205,114.37000274658205,114.1500015258789,907730.0,2020-10-02 22:33:00,AAPL
1601645640,114.1500015258789,114.0999984741211,114.44000244140624,114.14990234375,875142.0,2020-10-02 22:34:00,AAPL
1601645700,114.13999938964844,113.91999816894531,114.36000061035156,114.16999816894531,908757.0,2020-10-02 22:35:00,AAPL
1601645760,114.15239715576172,113.9000015258789,114.18000030517578,114.12000274658205,715522.0,2020-10-02 22:36:00,AAPL
1601645820,114.11000061035156,113.87999725341795,114.33000183105469,114.31999969482422,734073.0,2020-10-02 22:37:00,AAPL
1601645880,114.31580352783205,114.20999908447266,114.4800033569336,114.37010192871094,777908.0,2020-10-02 22:38:00,AAPL
1601645940,114.36000061035156,114.26000213623048,114.58000183105469,114.4499969482422,696784.0,2020-10-02 22:39:00,AAPL
1601646000,114.45999908447266,114.08999633789062,114.4800033569336,114.20059967041016,763850.0,2020-10-02 22:40:00,AAPL
1601646060,114.20500183105469,114.12999725341795,114.3499984741211,114.25,437532.0,2020-10-02 22:41:00,AAPL
1601646120,114.23999786376952,114.05999755859376,114.37999725341795,114.11499786376952,443020.0,2020-10-02 22:42:00,AAPL
1601646180,114.125,114.125,114.2699966430664,114.23999786376952,327633.0,2020-10-02 22:43:00,AAPL
1601646240,114.2300033569336,114.16999816894531,114.36000061035156,114.22000122070312,512130.0,2020-10-02 22:44:00,AAPL
1601646300,114.21600341796876,114.08999633789062,114.31500244140624,114.1999969482422,472860.0,2020-10-02 22:45:00,AAPL
1601646360,114.1999969482422,114.19000244140624,114.33999633789062,114.22000122070312,352209.0,2020-10-02 22:46:00,AAPL
1601646420,114.25,114.19000244140624,114.5,114.4000015258789,513548.0,2020-10-02 22:47:00,AAPL
1601646480,114.4000015258789,114.4000015258789,114.62000274658205,114.50240325927734,570546.0,2020-10-02 22:48:00,AAPL
1601646540,114.5199966430664,114.3499984741211,114.5199966430664,114.43000030517578,403499.0,2020-10-02 22:49:00,AAPL
1601646600,114.43000030517578,114.13999938964844,114.4800033569336,114.1500015258789,544849.0,2020-10-02 22:50:00,AAPL
1601646660,114.15969848632812,113.8499984741211,114.2854995727539,113.99500274658205,718354.0,2020-10-02 22:51:00,AAPL
1601646720,113.99079895019531,113.87999725341795,114.13990020751952,114.0,412849.0,2020-10-02 22:52:00,AAPL
1601646780,114.01000213623048,113.88629913330078,114.1500015258789,114.0749969482422,465262.0,2020-10-02 22:53:00,AAPL
1601646840,114.08000183105469,113.87999725341795,114.12999725341795,113.9583969116211,352869.0,2020-10-02 22:54:00,AAPL
1601646900,113.9499969482422,113.8499984741211,114.0250015258789,113.96389770507812,495639.0,2020-10-02 22:55:00,AAPL
1601646960,113.96839904785156,113.77999877929688,114.09500122070312,113.81999969482422,518547.0,2020-10-02 22:56:00,AAPL
1601647020,113.81900024414062,113.62999725341795,113.95999908447266,113.90160369873048,437348.0,2020-10-02 22:57:00,AAPL
1601647080,113.90989685058594,113.90499877929688,114.0999984741211,114.08999633789062,369483.0,2020-10-02 22:58:00,AAPL
1601647140,114.08879852294922,114.04000091552734,114.2300033569336,114.16000366210938,361153.0,2020-10-02 22:59:00,AAPL
1601647200,114.16069793701172,114.05999755859376,114.37999725341795,114.36019897460938,734136.0,2020-10-02 23:00:00,AAPL
1601647260,114.36009979248048,114.26000213623048,114.4800033569336,114.40560150146484,405462.0,2020-10-02 23:01:00,AAPL
1601647320,114.4000015258789,114.3000030517578,114.5,114.45999908447266,395807.0,2020-10-02 23:02:00,AAPL
1601647380,114.45999908447266,114.33999633789062,114.5500030517578,114.3584976196289,408554.0,2020-10-02 23:03:00,AAPL
1601647440,114.3499984741211,114.3000030517578,114.4499969482422,114.31990051269531,341667.0,2020-10-02 23:04:00,AAPL
1601647500,114.30999755859376,114.3000030517578,114.54000091552734,114.37030029296876,416912.0,2020-10-02 23:05:00,AAPL
1601647560,114.37999725341795,114.3499984741211,114.61000061035156,114.5999984741211,439654.0,2020-10-02 23:06:00,AAPL
1601647620,114.61000061035156,114.54000091552734,114.73999786376952,114.65779876708984,531112.0,2020-10-02 23:07:00,AAPL
1601647680,114.64009857177734,114.54000091552734,114.77999877929688,114.7083969116211,476877.0,2020-10-02 23:08:00,AAPL
1601647740,114.71320343017578,114.5999984741211,114.7300033569336,114.66840362548828,294766.0,2020-10-02 23:09:00,AAPL
1601647800,114.66999816894531,114.54000091552734,114.76000213623048,114.54000091552734,423049.0,2020-10-02 23:10:00,AAPL
1601647860,114.55010223388672,114.54190063476562,114.6999969482422,114.58999633789062,266808.0,2020-10-02 23:11:00,AAPL
1601647920,114.58999633789062,114.58499908447266,114.75990295410156,114.71990203857422,263584.0,2020-10-02 23:12:00,AAPL
1601647980,114.70999908447266,114.70999908447266,114.97000122070312,114.94000244140624,504188.0,2020-10-02 23:13:00,AAPL
1601648040,114.947998046875,114.87999725341795,115.05999755859376,114.99500274658205,577426.0,2020-10-02 23:14:00,AAPL
1601648100,114.98999786376952,114.83999633789062,115.08999633789062,115.05999755859376,495914.0,2020-10-02 23:15:00,AAPL
1601648160,115.05840301513672,114.83999633789062,115.13999938964844,114.87000274658205,479505.0,2020-10-02 23:16:00,AAPL
1601648220,114.87989807128906,114.80999755859376,114.98989868164062,114.82980346679688,299627.0,2020-10-02 23:17:00,AAPL
1601648280,114.82980346679688,114.80999755859376,114.94000244140624,114.93000030517578,239640.0,2020-10-02 23:18:00,AAPL
1601648340,114.91999816894531,114.87999725341795,114.9800033569336,114.95999908447266,0.0,2020-10-02 23:19:00,AAPL
1601648400,114.95089721679688,114.91000366210938,115.0,114.95500183105469,196610.0,2020-10-02 23:20:00,AAPL
1601648460,114.95320129394531,114.9499969482422,115.19000244140624,115.18000030517578,366737.0,2020-10-02 23:21:00,AAPL
1601648520,115.19000244140624,114.86000061035156,115.1999969482422,114.87000274658205,445335.0,2020-10-02 23:22:00,AAPL
1601648580,114.87999725341795,114.71749877929688,114.97000122070312,114.79409790039062,399022.0,2020-10-02 23:23:00,AAPL
1601648640,114.8000030517578,114.66999816894531,114.8499984741211,114.75,346342.0,2020-10-02 23:24:00,AAPL
1601648700,114.75180053710938,114.6500015258789,114.81999969482422,114.72000122070312,290507.0,2020-10-02 23:25:00,AAPL
1601648760,114.72059631347656,114.72059631347656,114.9800033569336,114.93499755859376,396392.0,2020-10-02 23:26:00,AAPL
1601648820,114.93009948730469,114.8499984741211,115.08999633789062,115.06900024414062,273583.0,2020-10-02 23:27:00,AAPL
1601648880,115.06999969482422,115.05999755859376,115.27999877929688,115.22000122070312,519983.0,2020-10-02 23:28:00,AAPL
1601648940,115.2020034790039,115.07990264892578,115.2020034790039,115.18000030517578,241202.0,2020-10-02 23:29:00,AAPL
1601649000,115.19000244140624,114.91999816894531,115.19000244140624,114.93499755859376,324645.0,2020-10-02 23:30:00,AAPL
1601649060,114.93499755859376,114.88009643554688,115.0999984741211,115.0500030517578,291433.0,2020-10-02 23:31:00,AAPL
1601649120,115.08000183105469,114.97000122070312,115.11849975585938,114.9968032836914,213908.0,2020-10-02 23:32:00,AAPL
1601649180,115.0,114.87999725341795,115.05500030517578,115.04000091552734,215323.0,2020-10-02 23:33:00,AAPL
1601649240,,,,,,2020-10-02 23:34:00,AAPL
1601649267,115.05850219726562,115.05850219726562,115.05850219726562,115.05850219726562,0.0,2020-10-02 23:34:27,AAPL
