timestamp,open,low,high,close,volume,time,stock_name
1601386200,114.5199966430664,114.5199966430664,114.58000183105469,114.55390167236328,3594558,2020-09-29 22:30:00,AAPL
1601386260,114.55999755859376,114.55999755859376,115.0500030517578,114.91000366210938,846336,2020-09-29 22:31:00,AAPL
1601386320,114.9250030517578,114.73999786376952,115.0999984741211,114.96070098876952,585611,2020-09-29 22:32:00,AAPL
1601386380,114.94499969482422,114.81629943847656,115.16000366210938,115.1103973388672,554074,2020-09-29 22:33:00,AAPL
1601386440,115.08999633789062,115.0,115.08999633789062,115.02999877929688,607057,2020-09-29 22:34:00,AAPL
1601386500,115.11730194091795,115.07769775390624,115.12000274658205,115.0999984741211,499436,2020-09-29 22:35:00,AAPL
1601386560,115.0,114.90709686279295,115.00039672851562,114.91000366210938,624867,2020-09-29 22:36:00,AAPL
1601386620,114.95999908447266,114.9499969482422,114.96949768066406,114.96089935302734,470804,2020-09-29 22:37:00,AAPL
1601386680,114.87000274658205,114.87000274658205,114.87999725341795,114.87999725341795,358249,2020-09-29 22:38:00,AAPL
1601386740,114.9185028076172,114.91000366210938,114.9832000732422,114.91300201416016,420795,2020-09-29 22:39:00,AAPL
1601386800,114.75,114.72000122070312,114.7699966430664,114.72000122070312,496153,2020-09-29 22:40:00,AAPL
1601386860,114.5,114.31999969482422,114.53929901123048,114.3499984741211,742835,2020-09-29 22:41:00,AAPL
1601386920,114.23500061035156,114.23500061035156,114.31999969482422,114.30999755859376,615977,2020-09-29 22:42:00,AAPL
1601386980,114.00769805908205,113.97000122070312,114.00769805908205,113.9811019897461,940532,2020-09-29 22:43:00,AAPL
1601387040,113.9834976196289,113.9834976196289,114.02999877929688,114.01000213623048,619903,2020-09-29 22:44:00,AAPL
1601387100,114.08999633789062,114.07009887695312,114.1500015258789,114.13999938964844,528805,2020-09-29 22:45:00,AAPL
1601387160,114.18000030517578,114.14550018310548,114.19499969482422,114.16999816894531,587732,2020-09-29 22:46:00,AAPL
1601387220,114.25,114.20999908447266,114.25,114.20999908447266,421293,2020-09-29 22:47:00,AAPL
1601387280,114.1999969482422,114.18000030517578,114.20980072021484,114.20980072021484,420555,2020-09-29 22:48:00,AAPL
1601387340,114.1094970703125,114.1094970703125,114.20989990234376,114.19450378417969,252619,2020-09-29 22:49:00,AAPL
1601387400,114.23500061035156,114.16000366210938,114.23500061035156,114.18000030517578,453829,2020-09-29 22:50:00,AAPL
1601387460,113.87999725341795,113.87999725341795,113.89009857177734,113.88999938964844,634542,2020-09-29 22:51:00,AAPL
1601387520,113.91999816894531,113.8407974243164,113.91999816894531,113.8499984741211,375937,2020-09-29 22:52:00,AAPL
1601387580,113.91999816894531,113.91709899902344,113.91999816894531,113.91709899902344,337701,2020-09-29 22:53:00,AAPL
1601387640,114.0,113.94000244140624,114.02149963378906,113.96849822998048,263700,2020-09-29 22:54:00,AAPL
1601387700,113.87999725341795,113.87999725341795,113.9000015258789,113.9000015258789,267862,2020-09-29 22:55:00,AAPL
1601387760,113.79499816894531,113.79499816894531,113.87969970703124,113.86499786376952,412849,2020-09-29 22:56:00,AAPL
1601387820,113.89080047607422,113.8604965209961,113.93000030517578,113.87000274658205,349694,2020-09-29 22:57:00,AAPL
1601387880,113.91999816894531,113.91419982910156,113.92919921875,113.91999816894531,241996,2020-09-29 22:58:00,AAPL
1601387940,113.93000030517578,113.92849731445312,113.94930267333984,113.93499755859376,366607,2020-09-29 22:59:00,AAPL
1601388000,114.0500030517578,113.84500122070312,114.16000366210938,113.94000244140624,594227,2020-09-29 23:00:00,AAPL
1601388060,114.04149627685548,113.9000015258789,114.08000183105469,114.04149627685548,283038,2020-09-29 23:01:00,AAPL
1601388120,114.0552978515625,113.91999816894531,114.1500015258789,114.0199966430664,385671,2020-09-29 23:02:00,AAPL
1601388180,114.02639770507812,113.91000366210938,114.12000274658205,114.1050033569336,311493,2020-09-29 23:03:00,AAPL
1601388240,114.0999984741211,113.94000244140624,114.11000061035156,114.01300048828124,277629,2020-09-29 23:04:00,AAPL
1601388300,114.04730224609376,113.93000030517578,114.1500015258789,114.04730224609376,405879,2020-09-29 23:05:00,AAPL
1601388360,114.0500030517578,114.04000091552734,114.19000244140624,114.11000061035156,315295,2020-09-29 23:06:00,AAPL
1601388420,114.0999984741211,114.06999969482422,114.20999908447266,114.18840026855469,259193,2020-09-29 23:07:00,AAPL
1601388480,114.18779754638672,114.16000366210938,114.3499984741211,114.3000030517578,454964,2020-09-29 23:08:00,AAPL
1601388540,114.29419708251952,114.2300033569336,114.41999816894531,114.375,371871,2020-09-29 23:09:00,AAPL
1601388600,114.37000274658205,114.37000274658205,114.49849700927734,114.44499969482422,425257,2020-09-29 23:10:00,AAPL
1601388660,114.44080352783205,114.38999938964844,114.63999938964844,114.62999725341795,451372,2020-09-29 23:11:00,AAPL
1601388720,114.63999938964844,114.5199966430664,114.66000366210938,114.61000061035156,312162,2020-09-29 23:12:00,AAPL
