timestamp,open,low,high,close,volume
1601386200,114.5199966430664,114.5199966430664,114.58000183105469,114.55390167236328,3594558
1601386260,114.55999755859375,114.55999755859375,115.05000305175781,114.91000366210938,846336
1601386320,114.92500305175781,114.73999786376953,115.0999984741211,114.96070098876953,585611
1601386380,114.94499969482422,114.81629943847656,115.16000366210938,115.11039733886719,554074
1601386440,115.08999633789062,115.0,115.08999633789062,115.02999877929688,607057
1601386500,115.11730194091797,115.07769775390625,115.12000274658203,115.0999984741211,499436
1601386560,115.0,114.90709686279297,115.00039672851562,114.91000366210938,624867
1601386620,114.95999908447266,114.94999694824219,114.96949768066406,114.96089935302734,470804
1601386680,114.87000274658203,114.87000274658203,114.87999725341797,114.87999725341797,358249
1601386740,114.91850280761719,114.91000366210938,114.98320007324219,114.91300201416016,420795
1601386800,114.75,114.72000122070312,114.7699966430664,114.72000122070312,496153
1601386860,114.5,114.31999969482422,114.53929901123047,114.3499984741211,742835
1601386920,114.23500061035156,114.23500061035156,114.31999969482422,114.30999755859375,615977
1601386980,114.00769805908203,113.97000122070312,114.00769805908203,113.9811019897461,940532
1601387040,113.9834976196289,113.9834976196289,114.02999877929688,114.01000213623047,619903
1601387100,114.08999633789062,114.07009887695312,114.1500015258789,114.13999938964844,528805
1601387160,114.18000030517578,114.14550018310547,114.19499969482422,114.16999816894531,587732
1601387220,114.25,114.20999908447266,114.25,114.20999908447266,421293
1601387280,114.19999694824219,114.18000030517578,114.20980072021484,114.20980072021484,420555
1601387340,114.1094970703125,114.1094970703125,114.20989990234375,114.19450378417969,252619
1601387400,114.23500061035156,114.16000366210938,114.23500061035156,114.18000030517578,453829
1601387460,113.87999725341797,113.87999725341797,113.89009857177734,113.88999938964844,634542
1601387520,113.91999816894531,113.8407974243164,113.91999816894531,113.8499984741211,375937
1601387580,113.91999816894531,113.91709899902344,113.91999816894531,113.91709899902344,337701
1601387640,114.0,113.94000244140625,114.02149963378906,113.96849822998047,263700
1601387700,113.87999725341797,113.87999725341797,113.9000015258789,113.9000015258789,267862
1601387760,113.79499816894531,113.79499816894531,113.87969970703125,113.86499786376953,412849
1601387820,113.89080047607422,113.8604965209961,113.93000030517578,113.87000274658203,349694
1601387880,113.91999816894531,113.91419982910156,113.92919921875,113.91999816894531,241996
1601387940,113.93000030517578,113.92849731445312,113.94930267333984,113.93499755859375,366607
1601388000,114.05000305175781,113.84500122070312,114.16000366210938,113.94000244140625,594227
1601388060,114.04149627685547,113.9000015258789,114.08000183105469,114.04149627685547,283038
1601388120,114.0552978515625,113.91999816894531,114.1500015258789,114.0199966430664,385671
1601388180,114.02639770507812,113.91000366210938,114.12000274658203,114.1050033569336,311493
1601388240,114.0999984741211,113.94000244140625,114.11000061035156,114.01300048828125,277629
1601388300,114.04730224609375,113.93000030517578,114.1500015258789,114.04730224609375,405879
1601388360,114.05000305175781,114.04000091552734,114.19000244140625,114.11000061035156,315295
1601388420,114.0999984741211,114.06999969482422,114.20999908447266,114.18840026855469,259193
1601388480,114.18779754638672,114.16000366210938,114.3499984741211,114.30000305175781,454964
1601388540,114.29419708251953,114.2300033569336,114.41999816894531,114.375,371871
